Date,Charger Type,Charges per Day,Energy Delivered (kWh),Revenue per Session (₹),Avg Time per Charge (min),Charger Utilization Rate (%),Energy Source,% Renewable Energy Used,CO₂ Saved (kg),ICE Kilometers Avoided,Fuel Avoided (liters),Carbon Offset Potential (tonnes),Equivalent Trees Planted
9/15/2025,Level 2,35,331.91,46.62,45,60,Solar,25,165.07,1025.97,68.4,0.17,7.58
9/16/2025,DC Fast,25,325.68,40.85,38,97,Solar,54,204.43,1027.1,68.47,0.2,9.39
9/17/2025,Level 2,7,45.37,36.12,54,68,Solar,36,31.37,141.39,9.43,0.03,1.44
9/18/2025,DC Fast,15,83.84,14.53,52,59,Grid,22,55.03,306.1,20.41,0.06,2.53
9/19/2025,Wall Box,39,471.32,44.34,22,92,Grid,17,284.45,1751.99,116.8,0.28,13.07
9/20/2025,Wall Box,9,65.36,49.03,51,59,Solar,83,35.05,307.86,20.52,0.04,1.61
9/21/2025,Level 1,25,145.75,38.01,29,89,Grid,29,65.44,468.84,31.26,0.07,3.01
9/22/2025,Portable Gen,36,533.84,29.57,47,99,Grid,14,247.78,2557.23,170.48,0.25,11.38
9/23/2025,Wall Box,44,532.28,12.16,28,75,Solar,93,250.68,1679.32,111.95,0.25,11.51
9/24/2025,DC Fast,46,645.68,36.18,24,67,Solar,66,277.38,2895.24,193.02,0.28,12.74
9/25/2025,Level 2,47,440.64,45.5,48,70,Grid,19,240.27,1982.98,132.2,0.24,11.04
9/26/2025,Portable Gen,37,270.21,36.97,54,91,Grid,26,153.31,895.67,59.71,0.15,7.04
9/27/2025,Wall Box,47,456.75,16.85,42,90,Solar,16,262.47,1606.56,107.1,0.26,12.06
9/28/2025,Wall Box,13,116.93,20.54,48,55,Grid,20,68.42,468.62,31.24,0.07,3.14
9/29/2025,Wall Box,26,226.75,14.49,41,77,Grid,25,140.3,930.84,62.06,0.14,6.44
9/30/2025,Level 2,47,686.48,43.5,31,68,Grid,0,298.46,2551.37,170.09,0.3,13.71
10/1/2025,Level 1,8,73.09,10.85,55,79,Solar,68,34.07,311.59,20.77,0.03,1.56
10/2/2025,Level 1,22,175.45,34.22,44,90,Grid,3,106.16,639.08,42.61,0.11,4.88
10/3/2025,Level 2,37,468.47,19.27,57,82,Solar,57,261.51,1406.2,93.75,0.26,12.01
10/4/2025,DC Fast,33,414.6,25.56,26,72,Solar,33,227.15,1451.25,96.75,0.23,10.43
10/5/2025,Wall Box,45,601.81,25.13,44,66,Grid,18,282.37,2255.73,150.38,0.28,12.97
10/6/2025,DC Fast,36,342.05,38.08,52,62,Solar,100,182.32,1291.31,86.09,0.18,8.37
10/7/2025,Wall Box,41,256.92,20.51,22,77,Grid,24,111.36,1211.84,80.79,0.11,5.12
10/8/2025,DC Fast,20,257.82,46.35,31,79,Grid,24,171.42,1281.28,85.42,0.17,7.87
10/9/2025,Level 1,31,239.01,46.04,46,72,Grid,7,106.84,905.56,60.37,0.11,4.91
10/10/2025,Level 2,26,196.31,15.37,54,60,Solar,25,78.79,925.24,61.68,0.08,3.62
10/11/2025,DC Fast,34,448.88,25.39,46,93,Grid,25,256.69,1864.33,124.29,0.26,11.79
10/12/2025,Level 1,31,332.1,31.16,54,93,Solar,13,157.58,1267.55,84.5,0.16,7.24
10/13/2025,Portable Gen,37,347.2,28.31,49,86,Grid,20,236.27,1255.8,83.72,0.24,10.85
10/14/2025,Wall Box,41,580.54,49.38,23,77,Grid,25,267.97,2123.38,141.56,0.27,12.31
10/15/2025,DC Fast,31,158.14,19.76,24,83,Grid,2,86.84,564.25,37.62,0.09,3.99
10/16/2025,Level 2,29,191.08,43.84,45,89,Solar,73,82.71,867.05,57.8,0.08,3.8
10/17/2025,Level 1,9,111.17,28.7,35,66,Grid,0,68.01,427.01,28.47,0.07,3.12
10/18/2025,Level 2,40,464.93,30.16,27,73,Grid,9,267.24,2283.31,152.22,0.27,12.28
10/19/2025,DC Fast,11,116.43,25.5,46,74,Grid,4,62.64,431.25,28.75,0.06,2.88
10/20/2025,DC Fast,41,429.61,30.31,26,69,Solar,56,214.13,1584.89,105.66,0.21,9.84
10/21/2025,Level 2,18,171.34,45.57,34,79,Solar,43,118.89,796.29,53.09,0.12,5.46
10/22/2025,Level 1,34,300.83,38.58,29,70,Solar,96,169.91,1092.8,72.85,0.17,7.8
10/23/2025,Level 1,22,187,42.54,35,61,Grid,22,92.71,667.97,44.53,0.09,4.26
10/24/2025,DC Fast,31,254.56,24.46,38,79,Solar,78,134.29,1265.2,84.35,0.13,6.17
10/25/2025,Wall Box,19,239.67,48.13,42,99,Solar,50,103.31,892.74,59.52,0.1,4.75
10/26/2025,Portable Gen,42,530.44,17.7,30,80,Grid,26,247.52,1645.1,109.67,0.25,11.37
10/27/2025,Level 1,48,422.25,11.56,33,100,Grid,18,238.89,1390.68,92.71,0.24,10.97
10/28/2025,DC Fast,48,355.78,10.15,55,85,Grid,23,197.36,1601.74,106.78,0.2,9.07
10/29/2025,Portable Gen,50,699.92,18.79,52,76,Solar,71,489.16,3333.62,222.24,0.49,22.47
10/30/2025,DC Fast,22,323.26,39.2,45,94,Solar,12,213.22,1277.12,85.14,0.21,9.79
10/31/2025,Portable Gen,19,227.28,10.27,52,86,Grid,11,104.13,960.26,64.02,0.1,4.78
11/1/2025,Level 1,37,539.06,37.51,59,83,Grid,26,242.27,2557.85,170.52,0.24,11.13
11/2/2025,Portable Gen,14,150.78,17.66,25,51,Grid,22,105.46,708.3,47.22,0.11,4.84
11/3/2025,Portable Gen,30,301.18,35.14,35,53,Solar,15,177.92,1329.42,88.63,0.18,8.17
11/4/2025,Level 1,12,165.61,32.99,60,87,Grid,21,112.35,575.11,38.34,0.11,5.16
11/5/2025,DC Fast,11,80.78,13.21,47,72,Grid,20,53.39,319.64,21.31,0.05,2.45
11/6/2025,Portable Gen,14,94.35,18.34,43,55,Grid,22,43.72,444.24,29.62,0.04,2.01
11/7/2025,Level 1,6,36.3,28.01,22,74,Solar,25,23.93,168,11.2,0.02,1.1
11/8/2025,Level 2,9,73.4,18.12,33,94,Grid,10,32.88,292.61,19.51,0.03,1.51
11/9/2025,DC Fast,6,73.46,16.98,22,87,Grid,11,44.44,310.77,20.72,0.04,2.04
11/10/2025,Level 2,13,160.27,18.17,38,57,Grid,12,99.26,737.23,49.15,0.1,4.56
11/11/2025,DC Fast,34,354.18,40.94,54,96,Solar,82,203.2,1253.89,83.59,0.2,9.33
11/12/2025,Level 2,42,589.39,40.25,27,92,Grid,2,270.19,2702.75,180.18,0.27,12.41
11/13/2025,Portable Gen,17,115.18,43.73,40,57,Grid,24,58.93,531.1,35.41,0.06,2.71
11/14/2025,Level 2,7,47.26,23.08,45,68,Grid,7,28.9,235.06,15.67,0.03,1.33
11/15/2025,Wall Box,50,747.94,33.05,37,54,Solar,52,390.94,2987.73,199.18,0.39,17.96
11/16/2025,DC Fast,42,531.27,17.72,41,50,Grid,10,314.06,1982.33,132.16,0.31,14.43
11/17/2025,Portable Gen,10,90.51,20.56,35,99,Grid,28,50.21,338.61,22.57,0.05,2.31
11/18/2025,Portable Gen,48,652.63,15.83,41,65,Solar,27,326.11,2182.08,145.47,0.33,14.98
11/19/2025,Level 1,25,269.9,25.08,24,85,Grid,22,172.96,981.28,65.42,0.17,7.94
11/20/2025,Wall Box,43,274.76,36.29,52,93,Solar,54,113.73,1146.56,76.44,0.11,5.22
11/21/2025,Level 1,37,235.88,31.31,47,72,Solar,64,113.88,1044.2,69.61,0.11,5.23
11/22/2025,Portable Gen,22,303.12,24.92,45,77,Grid,6,156.85,1099.17,73.28,0.16,7.2
11/23/2025,Level 1,46,601.04,25.37,48,99,Grid,20,322.41,2794.94,186.33,0.32,14.81
11/24/2025,DC Fast,49,359.03,28.43,51,92,Grid,0,184.92,1710.14,114.01,0.18,8.49
11/25/2025,Level 2,38,238.63,26.43,46,61,Solar,45,155.25,1085.33,72.36,0.16,7.13
11/26/2025,Level 1,45,420.4,11.83,31,95,Solar,13,186.86,1288.66,85.91,0.19,8.58
11/27/2025,Level 2,25,151.45,30.34,54,78,Grid,28,105.87,470.12,31.34,0.11,4.86
11/28/2025,DC Fast,39,250.13,38.48,38,98,Solar,40,134.94,768.73,51.25,0.13,6.2
11/29/2025,Wall Box,46,554.29,15.7,30,77,Grid,26,305.28,2699.56,179.97,0.31,14.02
11/30/2025,Level 1,44,337.87,15.21,24,77,Grid,29,171.11,1571.77,104.78,0.17,7.86
12/1/2025,Level 2,23,174.16,27.84,52,89,Grid,15,106.91,853.01,56.87,0.11,4.91
12/2/2025,Level 1,41,212.24,11.89,31,66,Solar,81,136.23,816.76,54.45,0.14,6.26
12/3/2025,Level 1,21,184.18,10.98,25,93,Grid,27,114.89,582.34,38.82,0.11,5.28
12/4/2025,DC Fast,39,243.42,36.76,24,68,Grid,17,135.36,951.2,63.41,0.14,6.22
12/5/2025,Portable Gen,10,107.77,11.51,23,60,Grid,29,73.8,527.17,35.14,0.07,3.39
12/6/2025,DC Fast,6,47.72,40,24,82,Grid,26,23.03,195.07,13,0.02,1.06
12/7/2025,DC Fast,45,614.94,48.43,21,100,Grid,24,324.27,2429.38,161.96,0.32,14.9
12/8/2025,Level 2,36,400.26,47.44,49,88,Solar,38,243.2,1595.22,106.35,0.24,11.17
12/9/2025,DC Fast,40,595.39,30.8,47,99,Grid,22,243.01,2304.2,153.61,0.24,11.16
12/10/2025,Portable Gen,18,121.43,10.69,35,85,Solar,28,65.17,392.15,26.14,0.07,2.99
12/11/2025,Wall Box,5,74.24,19.46,26,55,Grid,4,32.47,225.72,15.05,0.03,1.49
12/12/2025,Portable Gen,14,88.04,35.9,37,78,Grid,6,58.09,297.69,19.85,0.06,2.67
12/13/2025,DC Fast,32,265.39,23.87,48,56,Grid,18,146.07,1260.5,84.03,0.15,6.71
12/14/2025,Level 2,5,65.26,32.19,55,60,Solar,69,26.52,303.14,20.21,0.03,1.22
12/15/2025,Level 2,17,114.13,42.08,32,83,Solar,63,53.01,353.6,23.57,0.05,2.44
12/16/2025,DC Fast,31,193.06,31.57,42,81,Grid,19,119.52,668.37,44.56,0.12,5.49
12/17/2025,Level 1,18,264.63,34.15,37,69,Grid,11,114.63,955.2,63.68,0.11,5.27
12/18/2025,Wall Box,25,245.64,27.81,53,55,Grid,28,144.38,1115.5,74.37,0.14,6.63
12/19/2025,Wall Box,35,422.83,48.69,40,54,Solar,97,205.36,1869.74,124.65,0.21,9.43
12/20/2025,Wall Box,9,47.44,32.86,42,68,Grid,22,31.56,182.69,12.18,0.03,1.45
12/21/2025,Portable Gen,9,91.96,49.29,59,85,Grid,23,46.44,454.1,30.27,0.05,2.13
12/22/2025,Portable Gen,23,178.75,33.8,34,74,Grid,10,110.69,869.42,57.96,0.11,5.08
12/23/2025,DC Fast,49,287.49,13.05,55,77,Grid,4,200.76,1083.96,72.26,0.2,9.22
12/24/2025,Level 1,6,87.59,17.34,31,91,Solar,33,47.67,311.58,20.77,0.05,2.19
12/25/2025,Wall Box,27,212.91,28.77,59,64,Grid,12,117.29,649.79,43.32,0.12,5.39
12/26/2025,Wall Box,9,82.58,36.53,29,88,Grid,6,42.82,396.4,26.43,0.04,1.97
12/27/2025,Level 1,17,120.56,10.19,24,71,Grid,17,54.46,601.98,40.13,0.05,2.5
12/28/2025,DC Fast,18,176.29,35.48,26,78,Grid,1,100.77,576.18,38.41,0.1,4.63
12/29/2025,Wall Box,40,579.3,10.74,26,57,Grid,23,240.8,2204.72,146.98,0.24,11.06
12/30/2025,Wall Box,11,79.36,33.67,21,63,Grid,1,39.59,369.09,24.61,0.04,1.82
12/31/2025,Wall Box,39,465.39,10.22,36,65,Grid,3,220.78,2263.01,150.87,0.22,10.14
1/1/2026,DC Fast,42,230.35,18.15,43,58,Grid,27,148.6,833.56,55.57,0.15,6.83
1/2/2026,Portable Gen,29,176.28,33.21,34,52,Solar,64,84.47,749.92,49.99,0.08,3.88
1/3/2026,Portable Gen,50,445.07,38.75,59,77,Grid,2,254.83,2171.85,144.79,0.25,11.71
1/4/2026,Portable Gen,45,467.05,31.17,41,54,Grid,21,220.95,1928.78,128.59,0.22,10.15
1/5/2026,Portable Gen,26,224.11,26.55,35,59,Grid,9,108.03,1061.3,70.75,0.11,4.96
1/6/2026,Portable Gen,41,308.51,46.55,41,72,Grid,15,132.9,927.66,61.84,0.13,6.1
1/7/2026,Level 1,10,101.97,47.45,49,92,Grid,20,64.92,400.63,26.71,0.06,2.98
1/8/2026,Level 2,42,577.99,11.38,55,67,Grid,13,381.25,1910.22,127.35,0.38,17.51
1/9/2026,Portable Gen,16,167.66,44.34,46,59,Grid,9,67.49,614.95,41,0.07,3.1
1/10/2026,Wall Box,35,464.97,16.06,60,92,Grid,8,264.52,1756.68,117.11,0.26,12.15
1/11/2026,Portable Gen,12,134.74,36.65,49,86,Grid,24,66.28,467.05,31.14,0.07,3.04
1/12/2026,Portable Gen,13,71.8,36.79,44,74,Grid,0,48.67,346.69,23.11,0.05,2.24
1/13/2026,Portable Gen,33,264.92,44.78,37,82,Grid,10,178.29,1262.27,84.15,0.18,8.19
1/14/2026,Wall Box,45,549.93,24.5,55,98,Solar,90,322.7,2668.62,177.91,0.32,14.82
1/15/2026,Wall Box,45,322.52,18.84,34,70,Grid,15,142.14,1060.29,70.69,0.14,6.53
1/16/2026,DC Fast,26,151.92,15.45,22,66,Grid,30,104.78,736.36,49.09,0.1,4.81
1/17/2026,Level 2,18,218.06,42.89,30,54,Solar,80,136.11,890.95,59.4,0.14,6.25
1/18/2026,Level 1,33,203.17,42.41,56,68,Grid,18,90.94,992.68,66.18,0.09,4.18
1/19/2026,Portable Gen,36,389.29,36.91,45,71,Grid,4,271.53,1479.27,98.62,0.27,12.47
1/20/2026,Level 1,35,348.36,37.2,52,74,Grid,3,153.92,1253.32,83.55,0.15,7.07
1/21/2026,DC Fast,8,40.07,36.07,60,68,Grid,7,24.7,183.62,12.24,0.02,1.13
1/22/2026,Wall Box,30,353.56,17.88,41,52,Grid,25,173.48,1174.42,78.29,0.17,7.97
1/23/2026,DC Fast,29,282.08,27.61,45,58,Solar,55,184.78,1409.87,93.99,0.18,8.49
1/24/2026,Portable Gen,50,462.33,18.78,44,96,Grid,8,319.57,1687.78,112.52,0.32,14.68
1/25/2026,Level 2,50,456.09,22.32,54,70,Solar,87,313.62,2012.49,134.17,0.31,14.41
1/26/2026,Level 2,31,384.71,39.52,27,68,Grid,12,234.05,1226.33,81.76,0.23,10.75
1/27/2026,Level 1,38,547.73,14.58,25,99,Solar,35,265.13,2297.03,153.14,0.27,12.18
1/28/2026,Portable Gen,50,261.23,21.97,33,90,Grid,19,139.53,1202.34,80.16,0.14,6.41
1/29/2026,Portable Gen,47,455.97,21.5,45,97,Grid,27,207.58,1572.94,104.86,0.21,9.54
1/30/2026,Wall Box,17,239.61,21.57,33,96,Solar,79,105.9,1170.19,78.01,0.11,4.86
1/31/2026,Level 2,16,196.69,13.13,59,68,Grid,7,129.91,738.04,49.2,0.13,5.97
2/1/2026,DC Fast,48,526.48,42.48,52,55,Solar,70,248.68,1764.4,117.63,0.25,11.42
2/2/2026,Level 2,43,533.32,44.3,39,94,Grid,25,223.31,2261.69,150.78,0.22,10.26
2/3/2026,Portable Gen,43,335.79,28.61,44,53,Solar,24,203.7,1534.02,102.27,0.2,9.36
2/4/2026,Level 1,31,219.47,36.7,36,99,Grid,21,89.2,1050.48,70.03,0.09,4.1
2/5/2026,Portable Gen,27,307.09,49.14,29,56,Solar,19,171.32,1255,83.67,0.17,7.87
2/6/2026,Wall Box,19,116.99,24.8,50,77,Grid,24,65.96,498.17,33.21,0.07,3.03
2/7/2026,Level 2,32,361.42,49.94,51,70,Solar,61,223.42,1513.66,100.91,0.22,10.26
2/8/2026,DC Fast,37,474.55,37.59,21,84,Grid,22,220.11,1756.21,117.08,0.22,10.11
2/9/2026,Wall Box,32,161.93,14.45,51,81,Grid,3,72.52,629.39,41.96,0.07,3.33
2/10/2026,DC Fast,26,341.54,46.35,50,91,Solar,48,215.27,1259.72,83.98,0.22,9.89
2/11/2026,DC Fast,43,373.24,25.08,49,74,Grid,4,241.02,1341.59,89.44,0.24,11.07
2/12/2026,Wall Box,20,264.2,16.18,22,70,Solar,51,124.96,805.99,53.73,0.12,5.74
2/13/2026,Level 1,39,307.56,42.6,58,73,Grid,29,124.61,1010.69,67.38,0.12,5.72
2/14/2026,Level 1,20,124.1,10.72,39,80,Grid,30,78.07,428.86,28.59,0.08,3.59
2/15/2026,DC Fast,6,45.42,41.71,26,89,Solar,58,23.7,174.1,11.61,0.02,1.09
2/16/2026,DC Fast,47,440.48,37.07,53,77,Grid,6,252.39,1814.85,120.99,0.25,11.59
2/17/2026,DC Fast,32,390.44,26.96,21,61,Solar,99,174.03,1741.87,116.12,0.17,7.99
2/18/2026,Wall Box,29,331.91,14.03,26,76,Solar,87,215.57,1356.72,90.45,0.22,9.9
2/19/2026,Wall Box,37,422.78,45.12,36,93,Grid,0,289.85,1513.76,100.92,0.29,13.31
2/20/2026,Portable Gen,41,588.43,38.26,23,58,Grid,11,266.15,2785.15,185.68,0.27,12.23
2/21/2026,Wall Box,30,277.25,27.63,32,77,Solar,22,181.5,836.95,55.8,0.18,8.34
2/22/2026,DC Fast,17,175.9,13.48,29,65,Grid,15,116.87,746.8,49.79,0.12,5.37
2/23/2026,Portable Gen,26,266.56,23.64,22,64,Grid,14,122.13,1165.77,77.72,0.12,5.61
2/24/2026,DC Fast,10,107.76,18.69,56,86,Grid,24,65.49,458.96,30.6,0.07,3.01
2/25/2026,Level 1,23,279.75,25.78,45,91,Grid,29,154.01,1232.17,82.14,0.15,7.07
2/26/2026,Wall Box,23,215.32,34.38,39,51,Grid,30,110.44,715.25,47.68,0.11,5.07
2/27/2026,Portable Gen,11,123.94,21.66,43,64,Grid,29,59.83,480.66,32.04,0.06,2.75
2/28/2026,Wall Box,21,167.74,43.41,26,51,Grid,8,104.71,808.65,53.91,0.1,4.81
3/1/2026,Portable Gen,5,58.57,18.16,22,83,Grid,5,31.75,201.95,13.46,0.03,1.46
3/2/2026,Level 2,17,231.3,15.63,54,100,Solar,22,157.47,1055.02,70.33,0.16,7.23
3/3/2026,Level 1,12,144.8,39.6,49,90,Solar,44,85.57,480.58,32.04,0.09,3.93
3/4/2026,Wall Box,34,177.41,45.5,59,71,Grid,0,93.52,769.17,51.28,0.09,4.3
3/5/2026,Wall Box,27,386.88,16.04,53,89,Grid,8,240.72,1367.93,91.2,0.24,11.06
3/6/2026,Level 1,12,79.56,13.73,34,61,Grid,8,38.58,364.96,24.33,0.04,1.77
3/7/2026,DC Fast,32,398.58,23.66,24,99,Solar,68,272.47,1221.08,81.41,0.27,12.52
3/8/2026,Wall Box,21,122.8,33.26,20,57,Grid,15,49.39,601.12,40.07,0.05,2.27
3/9/2026,Portable Gen,12,107.3,23.14,21,68,Grid,8,44.85,339.44,22.63,0.04,2.06
3/10/2026,DC Fast,21,119.74,29.65,58,94,Grid,22,63.27,596.62,39.77,0.06,2.91
3/11/2026,Level 1,40,540.09,26.02,43,86,Solar,46,277.95,2442.91,162.86,0.28,12.77
3/12/2026,Level 1,46,456.39,15.15,35,77,Grid,28,239.61,1456.68,97.11,0.24,11.01
3/13/2026,Portable Gen,34,298.33,32.34,57,98,Solar,22,205.57,1301.76,86.78,0.21,9.44
3/14/2026,Level 1,41,278.34,17.39,42,87,Solar,29,127.06,855.15,57.01,0.13,5.84
3/15/2026,Level 2,45,551.97,14.08,57,63,Solar,80,275.53,2446.33,163.09,0.28,12.66
3/16/2026,Wall Box,50,528.35,43.25,33,54,Grid,4,332.21,2150.54,143.37,0.33,15.26
3/17/2026,Wall Box,13,104.68,39.58,31,94,Solar,51,55.43,520.05,34.67,0.06,2.55
3/18/2026,Wall Box,34,315.59,23.02,23,74,Solar,33,143.47,1419.65,94.64,0.14,6.59
3/19/2026,Portable Gen,21,124.91,49.95,31,55,Grid,21,50.52,458.78,30.59,0.05,2.32
3/20/2026,Portable Gen,32,369.08,31.81,58,99,Grid,6,201.16,1193.12,79.54,0.2,9.24
3/21/2026,Level 2,11,101.48,49.14,44,59,Solar,58,42.9,495.19,33.01,0.04,1.97
3/22/2026,Wall Box,34,302.42,46.87,54,87,Grid,3,151.99,1471.6,98.11,0.15,6.98
3/23/2026,DC Fast,45,352,45.69,58,62,Grid,4,162.23,1572.68,104.85,0.16,7.45
3/24/2026,DC Fast,47,404.66,14.15,24,96,Grid,5,198.81,1858.4,123.89,0.2,9.13
3/25/2026,Wall Box,44,269.6,13.34,59,77,Solar,61,147.72,876.37,58.42,0.15,6.79
3/26/2026,Portable Gen,13,110.54,28.83,45,94,Grid,22,69.58,449.22,29.95,0.07,3.2
3/27/2026,Wall Box,13,189.58,48.36,57,75,Grid,10,82.61,827.54,55.17,0.08,3.79
3/28/2026,Portable Gen,25,336.29,39.4,23,80,Grid,13,193.42,1288.06,85.87,0.19,8.88
3/29/2026,Level 2,36,232.08,12.28,53,54,Solar,96,134.86,821.91,54.79,0.13,6.19
3/30/2026,DC Fast,35,386.99,40.04,36,74,Solar,15,213.14,1734.69,115.65,0.21,9.79
3/31/2026,Level 2,28,377.48,44.05,51,61,Grid,14,186.31,1277.53,85.17,0.19,8.56
4/1/2026,Level 1,18,207.22,25.34,24,91,Grid,11,118.85,651.44,43.43,0.12,5.46
4/2/2026,Level 2,19,187.66,17.54,55,55,Solar,55,101.98,679.76,45.32,0.1,4.68
4/3/2026,Wall Box,9,81.51,19.29,59,95,Grid,12,47.1,261.69,17.45,0.05,2.16
4/4/2026,Level 1,25,285.94,42.45,22,73,Grid,4,131.49,952.95,63.53,0.13,6.04
4/5/2026,Wall Box,7,75.98,35.9,47,55,Solar,86,32.82,299.11,19.94,0.03,1.51
4/6/2026,DC Fast,11,78.5,36.23,58,57,Grid,9,54.85,247.68,16.51,0.05,2.52
4/7/2026,Level 2,23,277.79,15.44,52,83,Solar,11,139.21,1125.4,75.03,0.14,6.39
4/8/2026,Level 2,46,329.05,24.28,32,83,Grid,12,146.21,1058.22,70.55,0.15,6.72
4/9/2026,Level 1,8,118.52,19.09,54,76,Grid,21,62.16,575.21,38.35,0.06,2.86
4/10/2026,Portable Gen,32,338.41,11.9,45,86,Grid,4,190.37,1357.04,90.47,0.19,8.74
4/11/2026,DC Fast,17,116.74,31.57,54,77,Solar,19,63.21,514.72,34.31,0.06,2.9
4/12/2026,DC Fast,43,526.45,48.18,22,76,Grid,10,302.22,2611.8,174.12,0.3,13.88
4/13/2026,Portable Gen,23,197.17,43.65,20,60,Grid,23,97.41,973.79,64.92,0.1,4.47
4/14/2026,Level 1,24,177.54,35.74,30,64,Grid,30,81.2,799.13,53.28,0.08,3.73
4/15/2026,Level 1,18,221.16,22.16,43,90,Grid,28,122.8,922.12,61.47,0.12,5.64
4/16/2026,Wall Box,48,422.78,41.92,34,72,Solar,55,289.33,1873.86,124.92,0.29,13.29
4/17/2026,Wall Box,11,69.42,24.95,41,87,Solar,59,43.39,293.11,19.54,0.04,1.99
4/18/2026,Portable Gen,13,170.52,43.53,55,59,Grid,25,76.51,639.43,42.63,0.08,3.51
4/19/2026,Wall Box,33,252.17,30.66,49,73,Grid,17,143.07,777.3,51.82,0.14,6.57
4/20/2026,Wall Box,37,379.11,43.73,58,97,Solar,30,220.59,1308.75,87.25,0.22,10.13
4/21/2026,DC Fast,13,184.07,39.2,20,99,Grid,9,126.58,915.73,61.05,0.13,5.81
4/22/2026,Portable Gen,32,275.14,32.18,54,62,Grid,0,172.19,1089.11,72.61,0.17,7.91
4/23/2026,DC Fast,7,56.68,49.41,29,90,Solar,62,32.13,217.97,14.53,0.03,1.48
4/24/2026,DC Fast,38,393.07,32.55,40,57,Grid,0,266.96,1951.45,130.1,0.27,12.26
4/25/2026,Level 1,15,115.84,37.32,48,93,Grid,26,60.76,541.86,36.12,0.06,2.79
4/26/2026,Portable Gen,18,166.53,34.77,48,74,Solar,86,78.53,619.07,41.27,0.08,3.61
4/27/2026,Level 1,49,328.4,26.41,50,62,Grid,26,157.07,1399.76,93.32,0.16,7.21
4/28/2026,Portable Gen,5,56.87,13.33,25,77,Grid,0,33.65,257.56,17.17,0.03,1.55
4/29/2026,Portable Gen,33,338.51,41.97,49,87,Solar,35,195.19,1043.03,69.54,0.2,8.97
4/30/2026,Level 1,8,105.13,30.12,40,79,Solar,50,67.38,342.08,22.81,0.07,3.1
5/1/2026,Wall Box,7,90.2,22.72,55,72,Solar,82,54.71,356.14,23.74,0.05,2.51
5/2/2026,DC Fast,30,255.35,10.8,56,80,Grid,8,154.8,969.36,64.62,0.15,7.11
5/3/2026,Portable Gen,43,404.9,41.62,44,81,Grid,13,191.47,1493.37,99.56,0.19,8.8
5/4/2026,DC Fast,18,254.83,18.36,38,59,Grid,4,130.21,1066.65,71.11,0.13,5.98
5/5/2026,Portable Gen,13,114.78,49.79,30,78,Grid,27,52.98,505.55,33.7,0.05,2.43
5/6/2026,Portable Gen,23,323.93,20.87,37,62,Grid,3,221.11,1113.3,74.22,0.22,10.16
5/7/2026,Level 1,12,109.75,25.05,57,69,Solar,49,51.3,519.71,34.65,0.05,2.36
5/8/2026,Level 1,45,365.5,24.52,55,75,Grid,9,190.82,1440.48,96.03,0.19,8.77
5/9/2026,Wall Box,22,315.35,44.54,25,97,Solar,54,180.02,1019.28,67.95,0.18,8.27
5/10/2026,DC Fast,18,228.56,16.99,58,61,Grid,30,115.11,744.06,49.6,0.12,5.29
5/11/2026,Level 2,20,264.78,15.53,20,87,Solar,36,119.75,1066.88,71.13,0.12,5.5
5/12/2026,DC Fast,17,223.97,33.1,57,67,Solar,63,125.3,1026.16,68.41,0.13,5.76
5/13/2026,Level 2,7,45.53,38.29,51,78,Grid,19,24.05,199.19,13.28,0.02,1.1
5/14/2026,Level 1,49,350.77,44.22,44,79,Grid,5,217.87,1103.5,73.57,0.22,10.01
5/15/2026,Level 2,21,116.07,18.49,39,87,Grid,23,69.84,473.87,31.59,0.07,3.21
5/16/2026,Level 2,46,494.39,12.27,37,81,Solar,84,293.73,2043.36,136.22,0.29,13.49
5/17/2026,Wall Box,8,105,14.23,58,100,Solar,99,48.96,357.69,23.85,0.05,2.25
5/18/2026,Wall Box,47,376.89,29.72,37,59,Grid,10,157.79,1260.17,84.01,0.16,7.25
5/19/2026,Level 1,5,64.59,32.94,24,79,Solar,44,39.45,235.27,15.68,0.04,1.81
5/20/2026,Wall Box,17,88.05,19.06,57,56,Grid,12,41.41,382.25,25.48,0.04,1.9
5/21/2026,Wall Box,29,364.01,12.99,45,81,Grid,18,178.95,1334.8,88.99,0.18,8.22
5/22/2026,DC Fast,47,567.17,45.03,51,65,Solar,55,300.24,1791.69,119.45,0.3,13.79
5/23/2026,Level 1,17,85.85,18.72,45,84,Grid,8,51.17,325.29,21.69,0.05,2.35
5/24/2026,Level 1,47,427.3,41.14,36,59,Grid,22,264.2,1325.82,88.39,0.26,12.14
5/25/2026,Wall Box,7,56.23,47.22,39,81,Solar,80,29.73,219.47,14.63,0.03,1.37
5/26/2026,Level 1,33,199.43,19.87,22,77,Grid,26,104.22,729.27,48.62,0.1,4.79
5/27/2026,Portable Gen,14,164.62,29.65,44,56,Solar,58,113.02,799.52,53.3,0.11,5.19
5/28/2026,Portable Gen,47,367.37,48.54,21,55,Solar,71,188.48,1606.38,107.09,0.19,8.66
5/29/2026,Portable Gen,33,181.92,30.8,52,76,Solar,32,73.13,611.57,40.77,0.07,3.36
5/30/2026,Portable Gen,23,281.56,24.17,55,78,Solar,13,186.56,974.61,64.97,0.19,8.57
5/31/2026,Level 2,27,140.75,38.78,52,68,Grid,9,85.41,667.1,44.47,0.09,3.92
